"ID";"Nazwa";"Adresy URL zdjęcia (x,y,z...)";"Opis";"Cecha(Nazwa:Wartość:Pozycja:Indywidualne)";"Cena zawiera podatek. (brutto)";"ID reguły podatku";"Kategorie (x,y,z...)";"Marka";"Indeks #";"Podsumowanie";"Ilość"
"448";"Designerska Lampa Wisząca Pojedyncza ze Szklanym Kloszem";"https://light-home.pl/9651-thickbox_default/designerska-lampa-wiszaca-pojedyncza-ze-szklanym-kloszem.jpg,https://light-home.pl/9650-thickbox_default/designerska-lampa-wiszaca-pojedyncza-ze-szklanym-kloszem.jpg,https://light-home.pl/9655-thickbox_default/designerska-lampa-wiszaca-pojedyncza-ze-szklanym-kloszem.jpg,https://light-home.pl/9656-thickbox_default/designerska-lampa-wiszaca-pojedyncza-ze-szklanym-kloszem.jpg,https://light-home.pl/9657-thickbox_default/designerska-lampa-wiszaca-pojedyncza-ze-szklanym-kloszem.jpg,https://light-home.pl/9652-thickbox_default/designerska-lampa-wiszaca-pojedyncza-ze-szklanym-kloszem.jpg,https://light-home.pl/9653-thickbox_default/designerska-lampa-wiszaca-pojedyncza-ze-szklanym-kloszem.jpg,https://light-home.pl/9654-thickbox_default/designerska-lampa-wiszaca-pojedyncza-ze-szklanym-kloszem.jpg,";"<p>Szyk, elegancja i ponadczasowość - to cechy opisujące prezentowaną <a href=""/21-lampy-wiszace"">lampę wiszącą</a>. Słoneczna barwa klosza świetnie komponuje się z klasyczną czernią podsufitki dając tym samym kunsztowny design idealnie wpisujący się w obowiązujące obecnie trendy w branży oświetlenia wnętrz.<br><br/></br></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Szkło:2,Kolory konstrukcji:Czarny:3,Kolor:Miodowy:4,Wymiary:Wysokość całkowita 88 cm - możliwość regulacji / szerokość 28 cm:5,Wymiary Klosza:Średnica 28cm / wysokość 18cm:6,Kolor szkła:Przeźroczysty:7,Zasilanie: ~230[V]/ nie wymaga transformatora:8,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Rodzaj klosza:Szklany:12,Styl:Nowoczesny:13,Ilość źródeł światła:1 źródło:14,Regulacja wysokości:Tak:15,";"129,00 zł";"1";"42";"Light Home ";"MADRYT 2225/1/M";"MADRYT 2225/1/M";"10"
"449";"Lampa Wisząca Designerska ze Szklanym Kloszem LED";"https://light-home.pl/9667-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9666-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9671-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9672-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9674-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9675-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9673-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9668-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9669-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,https://light-home.pl/9670-thickbox_default/lampa-wiszaca-designerska-ze-szklanym-kloszem-led.jpg,";"<p><a href=""/21-lampy-wiszace"">Lampa wisząca</a> idealnie sprawdzi się w roli głównego dystrybutora światła. Umieszczona w centralnym punkcie pomieszczenia w fenomenalny sposób je rozświetli i nada mu ciekawego akcentu. <a href=""/61-zwisy-wiszace"">Zwis wiszący</a> pasuje przede wszystkim do geometrycznych mebli, tapicerowanych kanap i foteli, a także do subtelnych dodatków. <br><br/></br></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Szkło:2,Kolory konstrukcji:Czarny:3,Kolor:Grafitowy:4,Wymiary:Wysokość całkowita 88 cm - możliwość regulacji / szerokość 28 cm:5,Wymiary Klosza:Średnica 28cm / wysokość 18cm:6,Kolor szkła:Przeźroczysty:7,Zasilanie: ~230[V]/ nie wymaga transformatora:8,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Rodzaj klosza:Szklany:12,Styl:Nowoczesny:13,Ilość źródeł światła:1 źródło:14,Regulacja wysokości:Tak:15,";"129,00 zł";"1";"42";"Light Home ";"MADRYT 2225/1";"MADRYT 2225/1";"10"
"450";"Lampa Wisząca Pojedyncza Loft z Metalu LED";"https://light-home.pl/9689-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9690-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9687-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9688-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9693-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9694-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9695-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9696-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9691-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,https://light-home.pl/9692-thickbox_default/lampa-wiszaca-pojedyncza-loft-z-metalu-led.jpg,";"<p>Druciana <a href=""/21-lampy-wiszace"">lampa wisząca</a> została stworzona z dbałością o każdy nawet najmniejszy szczegół! <a href=""/61-zwisy-wiszace"">Zwis wiszący</a> wyróżnia ekstrawagancki design, który świetnie odnajduje się w stylizacji surowego loftu. Prosta forma oświetlenia idealnie pasuje do takich atrybutów industrialnego stylu jak szkło, beton lub cegła.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Wysokość całkowita 92 cm - możliwość regulacji / szerokość 20 cm:3,Wymiary Klosza:Szerokość 20 cm / wysokość 18 cm:4,Zasilanie: ~230[V]/ nie wymaga transformatora:5,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:6,Rodzaj gwintu:żarówka gwint E27:7,Gwarancja:24 miesiące:8,Rodzaj klosza:Metal malowany proszkowo:9,Styl:Nowoczesny:10,Styl:Loft:11,Ilość źródeł światła:1 źródło:12,Regulacja wysokości:Tak:13,";"59,00 zł";"1";"10";"Light Home ";"TORONTO 2245/1";"TORONTO 2245/1";"10"
"451";"Lampa Wisząca Nowoczesna Loft Regulowana z Metalu";"https://light-home.pl/9708-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,https://light-home.pl/9707-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,https://light-home.pl/9709-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,https://light-home.pl/9712-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,https://light-home.pl/9713-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,https://light-home.pl/9714-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,https://light-home.pl/9715-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,https://light-home.pl/9710-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,https://light-home.pl/9711-thickbox_default/lampa-wiszaca-nowoczesna-loft-regulowana-z-metalu.jpg,";"<p>Elementami wyróżniającymi <a href=""/21-lampy-wiszace"">lampę wiszącą</a> na tle innych są dwa klosze o drucianej, minimalistycznej formie. Całość prezentuje się tak jak na styl loft przystało - surowo, chłodno i niezwykle stylowo. <br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Wysokość całkowita 92 cm - możliwość regulacji / szerokość 54 cm:3,Wymiary Klosza:Szerokość 20 cm / wysokość 18 cm:4,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:5,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:6,Rodzaj gwintu:żarówka gwint E27:7,Gwarancja:24 miesiące:8,Rodzaj klosza:Metal malowany proszkowo:9,Styl:Nowoczesny:10,Styl:Loft:11,Ilość źródeł światła:2 źródła:12,Regulacja wysokości:Tak:13,";"109,00 zł";"1";"10";"Light Home ";"TORONTO 2245/2";"TORONTO 2245/2";"10"
"452";"Lampa Wisząca Metalowa Regulowana Loft";"https://light-home.pl/9726-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,https://light-home.pl/9727-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,https://light-home.pl/9728-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,https://light-home.pl/9731-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,https://light-home.pl/9732-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,https://light-home.pl/9734-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,https://light-home.pl/9733-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,https://light-home.pl/9729-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,https://light-home.pl/9730-thickbox_default/lampa-wiszaca-metalowa-regulowana-loft.jpg,";"<p>Lampa trójpłomienna rewelacyjnie pasuje do każdego typu pomieszczenia. Oświetlenie składa się z okrągłej podsufitki oraz trzech zgrabnych kloszy. <strong>Całość prezentuje się w niezwykle designersko!</strong> <a href=""/21-lampy-wiszace"">Lampa wisząca</a> stylowo odbiega od utartych schematów i znanych koncepcji.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Wysokość całkowita 92 cm - możliwość regulacji / szerokość 42 cm:3,Wymiary Klosza:Szerokość 20 cm / wysokość 18 cm:4,Zasilanie: ~230[V]/ nie wymaga transformatora:5,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:6,Rodzaj gwintu:żarówka gwint E27:7,Gwarancja:24 miesiące:8,Rodzaj klosza:Metal malowany proszkowo:9,Styl:Nowoczesny:10,Styl:Loft:11,Ilość źródeł światła:3 źródła:12,Regulacja wysokości:Tak:13,";"139,00 zł";"1";"10";"Light Home ";"TORONTO 2245/3/OW";"TORONTO 2245/3/OW";"10"
"453";"Nowoczesna Lampa Wisząca w Stylu Loft Regulowana";"https://light-home.pl/9744-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9747-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9746-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9745-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9750-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9751-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9752-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9753-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9748-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,https://light-home.pl/9749-thickbox_default/nowoczesna-lampa-wiszaca-w-stylu-loft-regulowana.jpg,";"<p><a href=""/21-lampy-wiszace"">Lampa wisząca</a> na belce jest jedną z najczęściej występujących form oświetlenia w kuchni, jadalni i wielu innych wnętrzach. <strong>Lampa posiada aż 3 miejsca na żarówki</strong>, a co za tym idzie, starannie oświetla wybraną przestrzeń. Oświetlenie buduje wyjątkowy nastrój, który udziela się każdemu domownikowi!<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Wysokość całkowita 92 cm - możliwość regulacji / szerokość 76 cm:3,Wymiary Klosza:Szerokość 20 cm / wysokość 18 cm:4,Zasilanie: ~230[V]/ nie wymaga transformatora:5,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:6,Rodzaj gwintu:żarówka gwint E27:7,Gwarancja:24 miesiące:8,Rodzaj klosza:Metal malowany proszkowo:9,Styl:Nowoczesny:10,Styl:Loft:11,Ilość źródeł światła:3 źródła:12,Regulacja wysokości:Tak:13,";"139,00 zł";"1";"10";"Light Home ";"TORONTO 2245/3";"TORONTO 2245/3";"10"
"454";"Lampa Wisząca Pojedyncza Nowoczesna z Regulacją";"https://light-home.pl/9770-thickbox_default/lampa-wiszaca-pojedyncza-nowoczesna-z-regulacja.jpg,https://light-home.pl/9768-thickbox_default/lampa-wiszaca-pojedyncza-nowoczesna-z-regulacja.jpg,https://light-home.pl/9773-thickbox_default/lampa-wiszaca-pojedyncza-nowoczesna-z-regulacja.jpg,https://light-home.pl/9774-thickbox_default/lampa-wiszaca-pojedyncza-nowoczesna-z-regulacja.jpg,https://light-home.pl/9775-thickbox_default/lampa-wiszaca-pojedyncza-nowoczesna-z-regulacja.jpg,https://light-home.pl/9776-thickbox_default/lampa-wiszaca-pojedyncza-nowoczesna-z-regulacja.jpg,https://light-home.pl/9771-thickbox_default/lampa-wiszaca-pojedyncza-nowoczesna-z-regulacja.jpg,https://light-home.pl/9772-thickbox_default/lampa-wiszaca-pojedyncza-nowoczesna-z-regulacja.jpg,";"<p><a href=""/24-lampy-wiszace-ze-szklanymi-kloszami"">Lampy wiszące ze szklanymi kloszami</a> to nie od dzisiaj domena modernizmu i elegancji. Na pokładzie pomieszczeń urządzonych w nowoczesnym stylu i z odrobiną luksusu, z pewnością znajdzie się szkło i metal. Połączenie <a href=""/84-zrodla-swiatla"">źródła światła</a> ze szklanym kloszem daje spektakularny efekt, o którym przekonasz się we własnym domu wybierając <a href=""/22-lampy-wiszace-nowoczesne"">lampę wiszącą nowoczesną</a> do swoich wnętrz. <strong>Szklana lampa wisząca sprawdzi się we wszystkich pomieszczeniach,</strong> dozując optymalną dawkę rozświetlenia. <br><br/></br></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Szkło:2,Kolory konstrukcji:Czarny:3,Wymiary:Wysokość całkowita 87 cm - możliwość regulacji / szerokość 12 cm:4,Wymiary Klosza:Średnica 12 cm / wysokość 15 cm:5,Kolor szkła:Przeźroczysty:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Szklany:11,Styl:Nowoczesny:12,Ilość źródeł światła:1 źródło:13,Regulacja wysokości:Tak:14,";"69,00 zł";"1";"48";"Light Home ";"ROMA 2240/1";"ROMA 2240/1";"10"
"455";"Lampa Wisząca Nowoczesna Metalowa Szklana";"https://light-home.pl/9795-thickbox_default/lampa-wiszaca-nowoczesna-metalowa-szklana.jpg,https://light-home.pl/9794-thickbox_default/lampa-wiszaca-nowoczesna-metalowa-szklana.jpg,https://light-home.pl/9798-thickbox_default/lampa-wiszaca-nowoczesna-metalowa-szklana.jpg,https://light-home.pl/9799-thickbox_default/lampa-wiszaca-nowoczesna-metalowa-szklana.jpg,https://light-home.pl/9800-thickbox_default/lampa-wiszaca-nowoczesna-metalowa-szklana.jpg,https://light-home.pl/9796-thickbox_default/lampa-wiszaca-nowoczesna-metalowa-szklana.jpg,https://light-home.pl/9797-thickbox_default/lampa-wiszaca-nowoczesna-metalowa-szklana.jpg,";"<p>W każdym pomieszczeniu, które aranżujemy w nowoczesny sposób, oświetlenie powinno być subtelne i wyróżniać się zaskakującą formą. <a href=""/21-lampy-wiszace"">Lampa wisząca</a> z podwójnym źródłem światła jest idealną propozycją do nowoczesnych wystrojów wnętrz. Zaskakujący wygląd i efekt świetlny to zasługa łączenia metalowych i szklanych elementów, które razem tworzą spójną całość. <br><br/></br></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Szkło:2,Kolory konstrukcji:Czarny:3,Wymiary:Wysokość całkowita 87 cm - możliwość regulacji / szerokość 48 cm:4,Wymiary Klosza:Średnica 12 cm / wysokość 15 cm:5,Kolor szkła:Przeźroczysty:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Szklany:11,Styl:Nowoczesny:12,Ilość źródeł światła:2 źródła:13,Regulacja wysokości:Tak:14,";"119,00 zł";"1";"48";"Light Home ";"ROMA 2240/2";"ROMA 2240/2";"10"
"456";"Nowoczesna Lampa Wisząca z Metalu Szkła";"https://light-home.pl/9808-thickbox_default/nowoczesna-lampa-wiszaca-z-metalu-szkla.jpg,https://light-home.pl/9809-thickbox_default/nowoczesna-lampa-wiszaca-z-metalu-szkla.jpg,https://light-home.pl/9812-thickbox_default/nowoczesna-lampa-wiszaca-z-metalu-szkla.jpg,https://light-home.pl/9813-thickbox_default/nowoczesna-lampa-wiszaca-z-metalu-szkla.jpg,https://light-home.pl/9810-thickbox_default/nowoczesna-lampa-wiszaca-z-metalu-szkla.jpg,https://light-home.pl/9811-thickbox_default/nowoczesna-lampa-wiszaca-z-metalu-szkla.jpg,";"<p>Aranżacja nowoczesnych wnętrz jest prosta, jeśli wykorzystujemy odpowiednie elementy. Należy do nich <a href=""/21-lampy-wiszace"">lampa wisząca</a> z metalowo - szklanymi kloszami, dzięki którym Twoja kuchnia, sypialnia czy salon zamienią się w luksusowy apartament! <a href=""/22-lampy-wiszace-nowoczesne"">Nowoczesna lampa wisząca</a> na listwie to połączenie dwóch surowców i znakomitego projektu.<br><br/></br></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Szkło:2,Kolory konstrukcji:Czarny:3,Wymiary:Wysokość całkowita 87 cm - możliwość regulacji / szerokość 68 cm:4,Wymiary Klosza:Średnica 12 cm / wysokość 15 cm:5,Kolor szkła:Przeźroczysty:6,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:7,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Szklany:11,Styl:Nowoczesny:12,Ilość źródeł światła:3 źródła:13,Regulacja wysokości:Tak:14,";"149,00 zł";"1";"48";"Light Home ";"ROMA 2240/3";"ROMA 2240/3";"10"
"457";"Lampa Wisząca Nowoczesna ze Szklanymi Kloszami z Metalu";"https://light-home.pl/9820-thickbox_default/lampa-wiszaca-nowoczesna-ze-szklanymi-kloszami-z-metalu.jpg,https://light-home.pl/9823-thickbox_default/lampa-wiszaca-nowoczesna-ze-szklanymi-kloszami-z-metalu.jpg,https://light-home.pl/9824-thickbox_default/lampa-wiszaca-nowoczesna-ze-szklanymi-kloszami-z-metalu.jpg,https://light-home.pl/9822-thickbox_default/lampa-wiszaca-nowoczesna-ze-szklanymi-kloszami-z-metalu.jpg,https://light-home.pl/9821-thickbox_default/lampa-wiszaca-nowoczesna-ze-szklanymi-kloszami-z-metalu.jpg,";"<p><a href=""/22-lampy-wiszace-nowoczesne"">Nowoczesna lampa wisząca</a> z czarną podsufitką, która jest znakomitym elementem oświetleniowym do wielu pomieszczeń. Koncepcja aranżacji mieszkania z prezentowanym produktem nie sprawi problemów. Do wykonania lampy wykorzystano uniwersalne surowce - przezroczyste szkło i metal w czarnym kolorze. <br><br/></br></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Szkło:2,Kolory konstrukcji:Czarny:3,Wymiary:Wysokość całkowita 87 cm - możliwość regulacji / szerokość 38 cm:4,Wymiary Klosza:Średnica 12 cm / wysokość 15 cm:5,Kolor szkła:Przeźroczysty:6,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:7,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Szklany:11,Styl:Nowoczesny:12,Ilość źródeł światła:3 źródła:13,Regulacja wysokości:Tak:14,";"149,00 zł";"1";"48";"Light Home ";"ROMA 2240/3/OW";"ROMA 2240/3/OW";"10"
"458";"Lampa Wisząca Nowoczesna Żyrandol Metal Szkło";"https://light-home.pl/9830-thickbox_default/lampa-wiszaca-nowoczesna-zyrandol-metal-szklo.jpg,https://light-home.pl/9831-thickbox_default/lampa-wiszaca-nowoczesna-zyrandol-metal-szklo.jpg,https://light-home.pl/9832-thickbox_default/lampa-wiszaca-nowoczesna-zyrandol-metal-szklo.jpg,https://light-home.pl/9836-thickbox_default/lampa-wiszaca-nowoczesna-zyrandol-metal-szklo.jpg,https://light-home.pl/9837-thickbox_default/lampa-wiszaca-nowoczesna-zyrandol-metal-szklo.jpg,https://light-home.pl/9834-thickbox_default/lampa-wiszaca-nowoczesna-zyrandol-metal-szklo.jpg,https://light-home.pl/9835-thickbox_default/lampa-wiszaca-nowoczesna-zyrandol-metal-szklo.jpg,";"<p>Wyrazisty i ekspresyjny element w aranżacji mieszkania pozwala na zmianę jego charakteru o 180 stopni. Nowoczesne wnętrza potrzebują wyjątkowych dodatków, które zmienią ich oblicze. <strong>Lampa wisząca z sześcioma źródłami światła</strong> to doskonały sposób na ubarwienie wnętrza! Sześć kloszy wykonanych z połączenia przezroczystego szkła i czarnego metalu zadba o wysoki poziom naświetlenia w urządzanym pomieszczeniu.<br><br/></br></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Szkło:2,Kolory konstrukcji:Czarny:3,Wymiary:Wysokość całkowita 87 cm - możliwość regulacji / szerokość 64 cm:4,Wymiary Klosza:Średnica 12 cm / wysokość 15 cm:5,Kolor szkła:Przeźroczysty:6,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:7,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Szklany:11,Styl:Nowoczesny:12,Ilość źródeł światła:6 źródeł:13,Regulacja wysokości:Tak:14,";"299,00 zł";"1";"48";"Light Home ";"ROMA 2240/6";"ROMA 2240/6";"10"
"459";"Lampa Sufitowa Loft Regulowana z Metalu";"https://light-home.pl/9863-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9866-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9868-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9869-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9870-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9871-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9872-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9873-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9864-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/10453-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,https://light-home.pl/9867-thickbox_default/lampa-sufitowa-loft-regulowana-z-metalu.jpg,";"<p>Styl industrialny kojarzy się z surowymi wykończeniami, które prezentują się niezwykle stylowo. Czarny kolor i metalowa konstrukcja to połączenie minimalizmu i trwałości, która robi wrażenie. Kształt metalowych kloszy przywodzi na myśl ostro ścięty diament i pozwala na maksymalne wyeksponowanie żarówki.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Szerokość 36 cm/ średnica podstawy 30 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metal malowany proszkowo:10,Styl:Loft:11,Styl:Nowoczesny:12,Kształt abażura:Diament:13,Ilość źródeł światła:3 źródła:14,";"125,00 zł";"1";"10";"Light Home ";"";"";"10"
